structId,sortId,name,description,area,category,skill,tier,tierName,completionPercent,skills,wikiNotes
1222,215,Clean 15 Grimy Tarromin,Clean 15 Grimy Tarromin,Global,Skill,,1,Easy,73.3,HERBLORE 11,11 Herblore
1776,216,Kill a Snake in Karamja,Kill a Snake in Karamja,Karamja,Combat,All,1,Easy,83.6,,
1777,217,Take a Canoe to Champions Guild,Take a Canoe from Lumbridge to the Champions Guild,Misthalin,Other,,1,Easy,78.8,WOODCUTTING 12,12 Woodcutting
1780,218,Eat a Banana,Eat a Banana,Global,Other,All,1,Easy,84.1,,
1781,219,Mine some essence,Mine some essence,Global,Other,,1,Easy,85.3,,
2040,220,Catch a Polar Kebbit,Catch a Polar Kebbit,Fremennik Province,Skill,,1,Easy,37.2,,
2041,221,Catch a Cerulean Twitch,Catch a Cerulean Twitch,Fremennik Province,Skill,,1,Easy,70.2,HUNTER 11,11 Hunter
2046,222,Kill a Rooster,Kill a Rooster in the Fremennik Province,Fremennik Province,Combat,All,1,Easy,75.8,,
2053,223,Pick up Snapegrass,Pick up Snapegrass from Lunar Isle,Fremennik Province,Other,All,1,Easy,88.7,,
2576,224,Burn Some Coloured Logs,Burn some logs that have been coloured with a firelighter,Global,Minigame,All,2,Medium,65.7,,
2580,225,Eat some Purple Sweets,Eat some Purple Sweets,Global,Minigame,All,2,Medium,72.3,,
2584,226,Equip a Trimmed Amulet,Equip a Trimmed Amulet,Global,Minigame,All,2,Medium,64.9,,
2591,227,Fill 3 Elite Clue Collection Log Slots,Fill 3 slots in the Elite Clue section of the Collection Log,Global,Minigame,All,2,Medium,48.2,,
2593,228,Fill 15 Hard Clue Collection Log Slots,Fill 15 slots in the Hard Clue section of the Collection Log,Global,Minigame,All,2,Medium,57.7,,
2596,229,Fill 3 Hard Clue Collection Log Slots,Fill 3 slots in the Hard Clue section of the Collection Log,Global,Minigame,All,2,Medium,70.2,,
2597,230,Fill 5 Medium Clue Collection Log Slots,Fill 5 slots in the Medium Clue section of the Collection Log,Global,Minigame,All,2,Medium,67.5,,
2598,231,Fill 20 Medium Clue Collection Log Slots,Fill 20 slots in the Medium Clue section of the Collection Log,Global,Minigame,All,2,Medium,46.9,,
2599,232,Fill 20 Easy Clue Collection Log Slots,Fill 20 slots in the Easy Clue section of the Collection Log,Global,Minigame,All,2,Medium,64.1,,
2602,233,Fill 5 Easy Clue Collection Log Slots,Fill 5 slots in the Easy Clue section of the Collection Log,Global,Minigame,All,2,Medium,75.5,,
2603,234,Fill 5 Beginner Clue Collection Log Slots,Fill 5 slots in the Beginner Clue section of the Collection Log,Global,Minigame,All,2,Medium,63,,
2609,235,Gain 20 Unique Items From Hard Clues,Gain 20 unique items from Hard Clue Scroll Reward Caskets,Global,Minigame,All,2,Medium,56.8,,
2612,236,Gain 5 Unique Items From Hard Clues,Gain 5 unique items from Hard Clue Scroll Reward Caskets,Global,Minigame,All,2,Medium,68.5,,
2613,237,Gain 35 Unique Items From Easy Clues,Gain 35 unique items from Easy Clue Scroll Reward Caskets,Global,Minigame,All,2,Medium,60.6,,
2614,238,Gain 10 Unique Items From Medium Clues,Gain 10 unique items from Medium Clue Scroll Reward Caskets,Global,Minigame,All,2,Medium,62.3,,
2616,239,Gain 10 Unique Items From Easy Clues,Gain 10 unique items from Easy Clue Scroll Reward Caskets,Global,Minigame,All,2,Medium,73,,
2617,240,Gain a Unique Item From a Master Clue,Gain a unique item from a Master Clue Scroll Reward Casket,Global,Minigame,All,2,Medium,48.2,,
2618,241,Gain 10 Unique Items From Beginner Clues,Gain 10 unique items from Beginner Clue Scroll Reward Caskets,Global,Minigame,All,2,Medium,53.2,,
2619,242,Gain a Unique Item From a Hard Clue,Gain a unique item from a Hard Clue Scroll Reward Casket,Global,Minigame,All,2,Medium,72.2,,
2621,243,Gain a Unique Item From an Easy Clue,Gain a unique item from an Easy Clue Scroll Reward Casket,Global,Minigame,All,2,Medium,80.6,,
2622,244,Gain a Unique Item From a Medium Clue,Gain a unique item from a Medium Clue Scroll Reward Casket,Global,Minigame,All,2,Medium,75,,
2624,245,Gain a Unique Item From a Beginner Clue,Gain a unique item from a Beginner Clue Scroll Reward Casket,Global,Minigame,All,2,Medium,75.1,,
2632,246,Defeat a Lesser Demon,Defeat a Lesser Demon,Global,Combat,All,2,Medium,83.9,,
5956,247,10 Wintertodt Kills,Help the pyromancers subdue the Wintertodt 10 times,Kourend & Kebos,Skill,,2,Medium,50.2,FIREMAKING 50,50 Firemaking
5957,248,25 Wintertodt Kills,Help the pyromancers subdue the Wintertodt 25 times,Kourend & Kebos,Skill,,2,Medium,29.7,FIREMAKING 50,50 Firemaking
5958,249,Complete 10 Farming Contracts,Complete 10 Farming Contracts for Guildmaster Jane in the Farming Guild,Kourend & Kebos,Skill,,2,Medium,31.3,FARMING 45,45 Farming
2637,250,Equip a Wizard Robe and Hat,Equip any wizard robe along with any wizard hat,Global,Combat,Support,2,Medium,69.3,,
2638,251,Equip a Piece of a Mystic Set,Equip any piece of any Mystic robe set,Global,Combat,Support,2,Medium,41.8,DEFENCE 20; MAGIC 40,"40 Magic,  20 Defence"
5492,252,Steal a Golovanova Fruit Top,Steal a Golovanova fruit top from a fruit stall in Hosidius,Kourend & Kebos,Skill,,2,Medium,80,THIEVING 25,25 Thieving
5493,253,Plant 100 Golovanova Seeds,Plant 100 Golovanova seeds in the Tithe Farm minigame,Kourend & Kebos,Skill,,2,Medium,54.6,FARMING 34,34 Farming
5497,254,Enter the Farming Guild's Mid Tier,Enter the mid tier of the Farming Guild in the Kebos Lowlands,Kourend & Kebos,Skill,,2,Medium,79.6,FARMING 65,65 Farming
5502,255,Pickpocket a Master Farmer,Successfully pickpocket from a master farmer,Global,Skill,,2,Medium,81.6,THIEVING 38,38 Thieving
5503,256,Enter the Woodcutting Guild,Enter the Woodcutting Guild in Hosidius,Kourend & Kebos,Skill,,2,Medium,85.7,WOODCUTTING 60,60 Woodcutting
5534,257,25 Superior Slayer Encounters,Defeat 25 superior foes while on a Slayer Task,Global,Combat,All,2,Medium,23.7,SLAYER 5,5 Slayer Unlocked Bigger and Badder for 150 Slayer reward points
5535,258,75 Superior Slayer Encounters,Defeat 75 superior foes while on a Slayer Task,Global,Combat,All,2,Medium,3.6,SLAYER 5,5 Slayer Unlocked Bigger and Badder for 150 Slayer reward points
5959,259,50 Lizardmen Shaman Kills,Help the Shayzien House by killing 50 Lizardmen shamans,Kourend & Kebos,Combat,All,2,Medium,37.7,,
5960,260,150 Lizardmen Shaman Kills,Help the Shayzien House by killing 150 Lizardmen shamans,Kourend & Kebos,Combat,All,2,Medium,22.8,,
5547,261,50 Sarachnis Kills,Kill Sarachnis in the Forthos Dungeon 50 times,Kourend & Kebos,Combat,All,2,Medium,26,,
5599,262,Teleport to Xeric's Honour,Teleport to Xeric's Honour using Xeric's talisman,Kourend & Kebos,Other,All,2,Medium,18.8,,Ancient tablet from   Chambers of Xeric
2643,263,Reach a Prayer Bonus of 15,Equip enough item to reach a Prayer bonus of 15 or more,Global,Combat,,2,Medium,69.1,,
5626,264,Kourend and Kebos Easy Diary Tasks,Complete all tasks in the easy tier of the Kourend and Kebos achievement diary,Kourend & Kebos,Achievement,All,2,Medium,45.9,,See   Kourend & Kebos Diary#Easy
5627,265,Kourend and Kebos Medium Diary Tasks,Complete all tasks in the medium tier of the Kourend and Kebos achievement diary,Kourend & Kebos,Achievement,All,2,Medium,26.2,,See   Kourend & Kebos Diary#Medium
5637,266,Steal 1 Artefact,Steal an artefact for Captain Khaled in Piscarilius,Kourend & Kebos,Skill,,2,Medium,28,THIEVING 49,49 Thieving
5638,267,Steal 15 Artefacts,Steal 15 artefacts for Captain Khaled in Piscarilius,Kourend & Kebos,Skill,,2,Medium,6.9,THIEVING 49,49 Thieving
5967,268,Turn in 10 Library Books,Find and turn in 10 books in the Arceuus Library,Kourend & Kebos,Skill,All,2,Medium,68.9,,
5651,269,1 Easy Clue Scroll,Open a Reward casket for completing an easy clue scroll,Global,Minigame,All,2,Medium,81.2,,
5652,270,25 Easy Clue Scrolls,Open 25 Reward caskets for completing easy clue scrolls,Global,Minigame,All,2,Medium,60.2,,
5653,271,75 Easy Clue Scrolls,Open 75 Reward caskets for completing easy clue scrolls,Global,Minigame,All,2,Medium,32.9,,
5658,272,1 Medium Clue Scroll,Open a Reward casket for completing a medium clue scroll,Global,Minigame,All,2,Medium,75.3,,
5659,273,25 Medium Clue Scrolls,Open 25 Reward caskets for completing medium clue scrolls,Global,Minigame,All,2,Medium,29,,
5660,274,75 Medium Clue Scrolls,Open 75 Reward caskets for completing medium clue scrolls,Global,Minigame,All,2,Medium,10.2,,
5665,275,1 Hard Clue Scroll,Open a Reward casket for completing a hard clue scroll,Global,Minigame,All,2,Medium,72.3,,
5666,276,25 Hard Clue Scrolls,Open 25 Reward caskets for completing hard clue scrolls,Global,Minigame,All,2,Medium,29.7,,
5672,277,1 Elite Clue Scroll,Open a Reward casket for completing an elite clue scroll,Global,Minigame,All,2,Medium,62.4,,
5673,278,25 Elite Clue Scrolls,Open 25 Reward caskets for completing elite clue scrolls,Global,Minigame,All,2,Medium,13.1,,
5698,279,Equip Xeric's Talisman,Obtain and equip Xeric's talisman,Kourend & Kebos,Combat,All,2,Medium,45.7,,
5699,280,Cast Kourend Castle Teleport,Cast the spell Kourend Castle Teleport after unlocking it by reading transportation incantations,Kourend & Kebos,Other,Support,2,Medium,77.8,MAGIC 48,48 Magic
5702,281,Purchase a Seed Box,Purchase a Seed box from the Tithe Farm minigame,Kourend & Kebos,Minigame,All,2,Medium,47.3,FARMING 34,34 Farming 250 Tithe Farm points
2644,282,Bury Some Wyvern or Dragon Bones,Bury either some Wyvern Bones or some Dragon Bones,Global,Combat,,2,Medium,72.8,,
2651,283,Achieve Your First Level 30,Reach level 30 in any skill,Global,Skill,All,2,Medium,91.3,,
2652,284,Achieve Your First Level 40,Reach level 40 in any skill,Global,Skill,All,2,Medium,90,,
2653,285,Achieve Your First Level 50,Reach level 50 in any skill,Global,Skill,All,2,Medium,88.8,,
2654,286,Achieve Your First Level 60,Reach level 60 in any skill,Global,Skill,All,2,Medium,87,,
2659,287,Reach Total Level 100,Reach a Total Level of 100,Global,Skill,All,2,Medium,92.1,,
2660,288,Reach Total Level 250,Reach a Total Level of 250,Global,Skill,All,2,Medium,88.6,,
2661,289,Reach Total Level 500,Reach a Total Level of 500,Global,Skill,All,2,Medium,85.2,,
2662,290,Reach Total Level 750,Reach a Total Level of 750,Global,Skill,All,2,Medium,82.2,,
2671,291,Reach Base Level 5,Reach level 5 in every skill,Global,Skill,All,2,Medium,73.9,,
2672,292,Reach Base Level 10,Reach level 10 in every skill,Global,Skill,All,2,Medium,69.2,,
2673,293,Reach Base Level 20,Reach level 20 in every skill,Global,Skill,All,2,Medium,65.4,,
2674,294,Reach Base Level 30,Reach level 30 in every skill,Global,Skill,All,2,Medium,60,,
4820,295,Open 28 Coin Pouches At Once,Open 28 Coin Pouches at once,Global,Skill,,2,Medium,88.2,,
4822,296,Obtain 800 Coins From Coin Pouches At Once,Open a stack of Coin Pouches and obtain at least 800 Coins,Global,Skill,,2,Medium,80.2,THIEVING 40,40 Thieving (can be completed at lower levels depending on luck when pickpocketing NPCs with variable coin amounts)
1774,297,Harvest an Irit Leaf,Harvest an Irit Leaf from any Herb patch,Global,Skill,,2,Medium,31.3,FARMING 44,"44 Farming Asgarnia, Morytania, Kandarin, Fremennik, Kourend, or Varlamore"
1775,298,Fill a Bucket With Supercompost,Fill a Bucket with Supercompost from a Compost Bin,Global,Skill,,2,Medium,33.5,,"Asgarnia, Morytania, Kandarin, Kourend, Tirannwn, or Varlamore"
4823,299,Check a grown Fruit Tree,Check the health of any Fruit Tree you've grown,Global,Skill,,2,Medium,35.3,FARMING 27,27 Farming
1783,300,Chop 100 Willow Logs,Chop 100 Willow Logs from Willow Trees,Global,Skill,,2,Medium,78.7,WOODCUTTING 30,30 Woodcutting
4827,301,Chop Some Logs With a Rune Axe,Chop any kind of logs using a Rune Axe,Global,Skill,,2,Medium,73.6,WOODCUTTING 41,41 Woodcutting
1785,302,Build a Waka Canoe,Build a Waka Canoe,Global,Skill,,2,Medium,62,WOODCUTTING 57,57 Woodcutting
1789,303,Successfully Cook 5 Pieces of Food,Cook 5 pieces of food in a row without burning them,Global,Skill,,2,Medium,90.9,,
1791,304,Cook 100 Lobsters,Cook 100 Raw Lobsters,Global,Skill,,2,Medium,76.5,COOKING 40,40 Cooking
1792,305,Make a Pineapple Pizza,Make a Pineapple Pizza,Global,Skill,,2,Medium,24.7,COOKING 65,65 Cooking
1796,306,Obtain a Gem While Mining,Obtain any kind of gem whilst mining a rock,Global,Skill,,2,Medium,76.2,,
1797,307,Mine 50 Iron Ore,Mine 50 Iron Ore,Global,Skill,,2,Medium,80.2,MINING 15,15 Mining
1798,308,Mine some Ore With a Rune Pickaxe,Mine any ore using a Rune Pickaxe,Global,Skill,,2,Medium,67.7,MINING 41,41 Mining
1799,309,Obtain a Clue Geode While Mining,Obtain any kind of clue geode whilst mining a rock,Global,Skill,,2,Medium,67.9,,
1803,310,Fletch 150 Iron Arrows,Fletch 150 Iron Arrows,Global,Skill,,2,Medium,71.8,FLETCHING 15,15 Fletching
5939,311,Fletch a Willow Shortbow (u),Fletch a Willow Shortbow (u),Global,Skill,,2,Medium,74.3,FLETCHING 35,35 Fletching
1806,312,Fletch some Broad Arrows or Bolts,Fletch either some Broad Arrows or some Broad Bolts,Global,Skill,,2,Medium,60.5,FLETCHING 52,52 Fletching Unlocked Broader Fletching using 300 Slayer reward points
1813,313,Slay 250 Creatures,Slay 250 creatures whilst on a Slayer Task,Global,Combat,,2,Medium,64.8,,
1815,314,Defeat a Superior Slayer Creature,Defeat any Superior Slayer Creature,Global,Combat,,2,Medium,67.3,SLAYER 5,5 Slayer Unlocked Bigger and Badder for 150 Slayer reward points
1828,315,Craft an Emerald Ring,Craft an Emerald Ring,Global,Skill,,2,Medium,61.8,CRAFTING 27,27 Crafting
1829,316,Craft a Ruby Amulet,Craft a Ruby Amulet,Global,Skill,,2,Medium,58.2,CRAFTING 50,50 Crafting
1836,317,Catch 100 Lobsters,Catch 100 Raw Lobsters whilst Fishing,Global,Skill,,2,Medium,79.1,FISHING 40,40 Fishing
1837,318,Catch 50 Swordfish,Catch 50 Raw Swordfish whilst Fishing,Global,Skill,,2,Medium,76.2,FISHING 50,50 Fishing
1838,319,Catch 50 Salmon,Catch 50 Raw Salmon whilst Fishing,Global,Skill,,2,Medium,78.9,FISHING 30,30 Fishing
1842,320,Smith 150 Iron Arrowtips,Use an Anvil to smith 150 Iron Arrowtips,Global,Skill,,2,Medium,73.6,SMITHING 20,20 Smithing
1844,321,Smith a Steel Platebody,Use an Anvil to smith a Steel Platebody,Global,Skill,,2,Medium,66.7,SMITHING 48,48 Smithing
1845,322,Smelt a Steel Bar,Use a Furnace to smelt a Steel Bar,Global,Skill,,2,Medium,77.1,SMITHING 30,30 Smithing
1850,323,Build a Room in Your Player Owned House,Build a room in your Player Owned House,Global,Skill,,2,Medium,77.6,,"1,000 coins"
1852,324,Build a Mahogany Portal,Build a Mahogany Portal in a Portal Chamber in your Player Owned House,Global,Skill,,2,Medium,29.4,CONSTRUCTION 65,65 Construction
1853,325,Build an Oak Larder,Build an Oak Larder in a Kitchen in your Player Owned House,Global,Skill,,2,Medium,59.4,CONSTRUCTION 33,33 Construction
1854,326,Fill a Medium STASH Unit,Build a Medium STASH unit and fill it with the relevant items,Global,Skill,,2,Medium,34.4,CONSTRUCTION 42,42 Construction
1860,327,Craft 200 Essence Into Runes,Use Runecrafting Altars to craft 200 essence into runes of any type,Global,Skill,,2,Medium,62.3,,
1861,328,Craft 4 Runes With 1 Essence,Use a Runecrafting Altar to craft 4 of any type of rune using a single essence,Global,Skill,,2,Medium,44.4,RUNECRAFT 57,57 Runecraft (or  33 Runecraft with Asgarnia)
1862,329,Craft Any Combination Rune,Use a Runecrafting Altar to craft any type of combination rune,Global,Skill,,2,Medium,36.3,RUNECRAFT 6,6 Runecraft
1867,330,Burn 100 Willow Logs,Burn 100 Willow Logs,Global,Skill,,2,Medium,71.4,FIREMAKING 30,30 Firemaking
1869,331,Light a Bullseye Lantern,Light a Bullseye Lantern,Global,Skill,,2,Medium,50.4,FIREMAKING 49,49 Firemaking Unlit bullseye lantern
1874,332,"Equip full Graahk, Larupia or Kyatt","Equip a full set of Graahk, Larupia or Kyatt attire",Global,Skill,,2,Medium,20.2,HUNTER 52,"Either  38  (Karamja),  28  (Kandarin), or  52  (Fremennik) to equip  41  to trap horned graahks (Karamja), or  31  to trap spined larupia (Kandarin)"
1875,333,Catch a Swamp Lizard or Salamander,Catch either a Swamp Lizard or any kind of Salamander,Global,Skill,,2,Medium,41.7,HUNTER 79,"Either  29 Hunter (Morytania),  47 Hunter (Desert),  59 Hunter (Kandarin,  67 Hunter (Wilderness),  79 Hunter (Varlamore)"
1879,334,Obtain a Mark of Grace,Obtain a Mark of Grace from any Rooftop Agility Course,Global,Skill,,2,Medium,89.1,,
1880,335,Use the Protect from Melee Prayer,Use the Protect from Melee prayer,Global,Combat,,2,Medium,80.6,PRAYER 43,43 Prayer
1882,336,Complete 50 Laps of a Rooftop Agility Course,Complete 50 laps of any Rooftop Agility Course,Global,Skill,,2,Medium,38.8,,
1887,337,Make 30 Prayer Potions,Make 30 Prayer Potions,Global,Skill,,2,Medium,62.2,HERBLORE 38,38 Herblore
1888,338,Clean a Grimy Avantoe,Clean a Grimy Avantoe,Global,Skill,,2,Medium,63.7,HERBLORE 48,48 Herblore
4831,339,Make a 4 dose potion,Make a 4 dose potion that was originally supposed to be a 3 dose potion,Global,Skill,,2,Medium,53.6,CONSTRUCTION 44; CRAFTING 34; MAGIC 27,"27 Magic,  34 Crafting Amulet mould to craft a Jade amulet (u) (requires either a 1/128 drop,  44 Construction, or an area unlock) or the Friendly Forager relic to bypass all requirements."
1896,340,Reach Combat Level 50,Reach Combat Level 50,Global,Combat,All,2,Medium,83.1,,
1897,341,Reach Combat Level 75,Reach Combat Level 75,Global,Combat,All,2,Medium,79,,
1905,342,Equip a Mithril Weapon,Equip any Mithril weapon,Global,Combat,Combat,2,Medium,81.8,ATTACK 20; RANGED 20; STRENGTH 20,20 Attack or  20 Ranged or  20 Strength
1906,343,Equip an Adamant Weapon,Equip any Adamant weapon,Global,Combat,Combat,2,Medium,80.8,ATTACK 30; RANGED 30; STRENGTH 30,30 Attack or  30 Ranged or  30 Strength
1907,344,Equip a Rune Weapon,Equip any Rune weapon,Global,Combat,Combat,2,Medium,80.7,ATTACK 40; RANGED 40; STRENGTH 40,40 Attack or  40 Ranged or  40 Strength
1910,345,Equip a Full Mithril Set,"Equip a Mithril Platebody, a Mithril Full Helm and either some Mithril Platelegs or a Mithril Plateskirt",Global,Combat,Unlocked,2,Medium,58.4,DEFENCE 20,20 Defence
1911,346,Equip a Full Adamant Set,"Equip an Adamant Platebody, a Adamant Full Helm and either some Adamant Platelegs or an Adamant Plateskirt",Global,Combat,Unlocked,2,Medium,55.6,DEFENCE 30,30 Defence
1915,347,Equip a Full Green Dragonhide Set,"Equip a Green Dragonhide Body, some Green Dragonhide Chaps and some Green Dragonhide Vambraces",Global,Combat,Artisan,2,Medium,66.5,DEFENCE 40; RANGED 40,"40 Ranged,  40 Defence"
1916,348,Equip a Full Blue Dragonhide Set,"Equip a Blue Dragonhide Body, some Blue Dragonhide Chaps and some Blue Dragonhide Vambraces",Global,Combat,Artisan,2,Medium,30.9,DEFENCE 40; RANGED 50,"50 Ranged,  40 Defence"
1917,349,Equip a Full Red Dragonhide Set,"Equip a Red Dragonhide Body, some Red Dragonhide Chaps and some Red Dragonhide Vambraces",Global,Combat,Artisan,2,Medium,27,DEFENCE 40; RANGED 60,"60 Ranged,  40 Defence"
1919,350,Equip a Maple Shortbow,Equip a Maple Shortbow,Global,Combat,Artisan,2,Medium,70.6,RANGED 30,30 Ranged
1920,351,Equip a Yew Shortbow,Equip a Yew Shortbow,Global,Combat,Artisan,2,Medium,59.9,RANGED 40,40 Ranged
1925,352,Teleport Using Law Runes,Cast any teleport spell that uses Law Runes,Global,Skill,Support,2,Medium,78.2,MAGIC 25,"25 Magic, alternatively  6 Magic with Kourend or  17 Magic with the Grimoire relic"
1926,353,Equip an Elemental Battlestaff or Mystic Staff,Equip either an elemental battlestaff or an elemental mystic staff,Global,Combat,Support,2,Medium,64.9,ATTACK 30; MAGIC 30,"30 Magic,  30 Attack"
1927,354,Cast a Blast Spell,Cast any blast spell,Global,Combat,Support,2,Medium,79.1,MAGIC 41,41 Magic
1928,355,Cast High Level Alchemy,Cast the High Level Alchemy spell,Global,Skill,Support,2,Medium,81.3,MAGIC 55,55 Magic
4832,356,Dismantle 20 Filled Bird Houses,Dismantle 20 filled Bird Houses on Fossil Island,Misthalin,Skill,,2,Medium,29.8,CRAFTING 5; HUNTER 5,"5 Hunter,  5 Crafting"
4838,357,Catch 50 Implings in Puro-Puro,Catch 50 Implings in Puro-Puro,Misthalin,Minigame,,2,Medium,42.6,HUNTER 17,17 Hunter
1941,358,Complete a Volcanic Mine Game,Complete a Volcanic Mine game on Fossil Island,Misthalin,Minigame,,2,Medium,14.5,MINING 50,50 Mining
1944,359,Use the Range in Lumbridge Castle,Use the Range in Lumbridge Castle to cook some food,Misthalin,Skill,,2,Medium,85.7,,Completion of   Cook's Assistant
